;Tag Type, Tag Name, Tag Description, Read Only, Data Source, Security Code, Alarmed, Native Type, Value Type, Min Analog, Max Analog, Initial Analog, Scale, Offset, DeadBand, Units, Off Label Digital, On Label Digital, Initial Digital, Length String, Initial String, Retentive, Address, System Source Name, System Source Index, RIO Address, Element Size Block, Number Elements Block, Initial Block
;###002 - THIS LINE CONTAINS VERSION INFORMATION. DO NOT REMOVE!!!

;Folders Section (Must define folders before tags)
"D","PLC_DI_Tags\Data_18","DI19 Chopper-1 PU Cylinder-2 Fwd FB","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[19]"
"D","PLC_DI_Tags\Data_19","DI20 Spare DI","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[20]"
"D","PLC_DI_Tags\Data_20","DI21 Spare DI","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[21]"
"D","PLC_DI_Tags\Data_21","DI22 Spare DI","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[22]"
"D","PLC_DI_Tags\Data_22","DI23 Spare DI","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[23]"
"D","PLC_DI_Tags\Data_23","DI24 Spare DI","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[24]"
"D","PLC_DI_Tags\Data_24","DI25 Chopper-2 PU Cylinder-1 Fwd FB","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[25]"
"D","PLC_DI_Tags\Data_25","DI26 Spare DI","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[26]"
"D","PLC_DI_Tags\Data_26","DI27 Chopper-2 PU Cylinder-2 Fwd FB","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[27]"
"D","PLC_DI_Tags\Data_27","DI28 Spare DI","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[28]"
"D","PLC_DI_Tags\Data_28","DI29 Spare DI","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[29]"
"D","PLC_DI_Tags\Data_29","DI30 Spare DI","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[30]"
"D","PLC_DI_Tags\Data_30","DI31 Safety Door 01 OpenRequest PB","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[31]"
"D","PLC_DI_Tags\Data_31","DI32 Safety Door 01 CloseRequest PB","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[32]"
"D","PLC_DI_Tags\Data_32","DI33 Spare DI","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[33]"
"D","PLC_DI_Tags\Data_33","DI34 Spreader Start PB","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[34]"
"D","PLC_DI_Tags\Data_34","DI35 Spreader Stop PB","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[35]"
"D","PLC_DI_Tags\Data_35","DI36 Safety Door 02 OpenRequest PB","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[36]"
"D","PLC_DI_Tags\Data_36","DI37 Safety Door 02 CloseRequest PB","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[37]"
"D","PLC_DI_Tags\Data_37","DI38 Spare DI","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[38]"
"D","PLC_DI_Tags\Data_38","DI39 Applicator Start PB","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[39]"
"D","PLC_DI_Tags\Data_39","DI40 Applicator Stop PB","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[40]"
"D","PLC_DI_Tags\Data_40","DI41 Spare DI","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[41]"
"D","PLC_DI_Tags\Data_41","DI42 Chopper Motor-1 MPCB Healthy","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[42]"
"D","PLC_DI_Tags\Data_42","DI43 Chopper Motor-2 MPCB Healthy","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[43]"
"D","PLC_DI_Tags\Data_43","DI44 Anti-Static Coating Roller MPCB Healthy","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[44]"
"D","PLC_DI_Tags\Data_44","DI45 Spreader Motor-2 MPCB Healthy","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[45]"
"D","PLC_DI_Tags\Data_45","DI46 Feeders-1 MPCB Healthy","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[46]"
"D","PLC_DI_Tags\Data_46","DI47 Feeders-2 MPCB Healthy","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[47]"
"D","PLC_DI_Tags\Data_47","DI48 Feeders-3 MPCB Healthy","F","D","*","F",,,,,,,,,,"0","1","0",,,,"[PLC]RIO01_DI[48]"
